canton,winter1_Polarity,spring1_Polarity,summer1_Polarity,fall1_Polarity,winter2_Polarity,spring2_Polarity,summer2_Polarity,fall2_Polarity,winter3_Polarity,spring3_Polarity,summer3_Polarity,fall3_Polarity,winter4_Polarity,spring4_Polarity,summer4_Polarity,fall4_Polarity,winter5_Polarity,spring5_Polarity,summer5_Polarity,fall5_Polarity
JU,-0.05868706352166945,0.0021443785990933454,-0.017394381722780693,0.018746652372889708,0.030727425762454585,0.03418432644049308,0.10292988100332162,0.08818949048805126,0.04897119848157911,0.10547637869282989,0.0585148616014007,0.056768574360119214,0.03745598999940794,0.04331351106982874,0.034500891323196205,0.0530920348521408,0.05632060010451176,0.04204257344687557,0.03595258902415799,0.03522496127351529
LU,-0.05017918032619975,-0.030129403315246377,0.002725011994635014,-0.005782681891635008,-0.012315855996514512,-0.005126855615668137,-0.012157544379325924,-0.002490118169905238,-0.012309923930854075,-0.0235652088152946,-0.011087400674944525,-0.025630640927443757,-0.03059543099230116,-0.033610525525814824,-0.013291598810215447,-0.011915231696887124,0.00015105499135863393,-0.0059919340092731005,-0.002156208189441489,-0.04974168784631646
NE,0.03315184826629201,0.03792898109862251,0.048102364619926695,0.07012024015982891,0.05263671095485148,0.04329218134020684,0.07507843169232624,0.0535387036090683,0.04685782442992959,0.05494485667689284,0.024354433380638283,0.019709799464362465,0.030120024238046113,0.026287251094629798,0.021572470633805997,0.018605118391011893,0.03233755860122142,0.04773006970011167,0.04642573352502452,0.05103366454029066
NW,-0.037268366729071835,-0.017644411036217878,-0.01600293528784728,0.009148155000345952,0.02567690343316319,0.05146365997829668,0.10901369615810894,-0.008558386684987193,0.006659628967421301,0.08087735679214615,0.07594109124517487,-0.01797856325711883,-0.02688369361199192,0.012847337630267217,0.009469112237835631,-0.0031402138734184398,0.009577661416855319,0.04417339438776464,0.03332740306220731,0.08604092466253255
OW,-0.05007098775507739,-0.04454253808318066,-0.04171377368754552,-0.005455361512883192,0.04504795510613737,0.023625055257824,0.014637728071451556,0.03866516995998563,0.04085196385602859,0.032201958119204774,0.00669605432278585,-0.002767443526408837,0.03024586071325621,0.06035865164499472,0.07135204142283576,0.006322209011289962,0.06499044995366948,0.0816131793121765,0.05201397902564065,0.04900200360811687
SG,-0.04860150716046626,-0.03446661592371584,-0.010810887643573611,0.022781328510816743,0.006928396044201969,0.0025658585284938098,-0.008701741805864017,0.0041793868801387425,-0.001447048318208976,0.03294762877354692,0.0401550509031939,0.03636226683924832,0.02977957182885158,0.04286608694476912,0.015737434404808525,0.06006911646372146,0.06560348813883975,0.04224910121571811,0.07495465650755774,0.06074822274768276
SH,-0.039296237923826076,0.0017670010918711008,0.015048448369222813,-0.029617569184322696,0.03645108764026131,0.17250029252787477,0.01788119937598417,0.226476080151713,0.047907210036964014,0.04640983959194695,0.020887152532472506,0.054709151672928,0.06612587195058386,0.00605314605618144,0.03646856709531156,0.030873009154000895,0.030866770227251025,0.0432521400870145,0.050227255252465734,0.023538555213624177
SO,-0.06512799429996417,0.006821501180821009,0.0021686734362297362,0.011489793636472831,0.011442048333838916,0.020242195897944387,0.0027928097026787575,0.008421845916469895,-0.007953578573184121,0.00869310204926493,0.02118508191502942,-0.0015397677496856307,-0.005802439160416018,0.022198960851970345,0.07885227168851584,-0.010253946580615056,-0.036673738738943654,0.010381987046145742,-0.011331092510447399,0.001787484123770814
SZ,-0.04052719480924979,-0.0159668335407958,-0.0008175586459557614,-0.03190262640909334,-0.004428112921875307,-0.017412846419955767,0.004971357180343756,0.02035085905586552,-0.006320698077491565,0.04311484021518697,0.019018405442991323,0.034820066143374136,0.050648751125709233,0.04675140876220771,0.03196478269819865,0.03683921412617401,-0.01221000002312119,0.03430508317868172,0.0036040365688893195,-0.016973709596264503
TG,-0.030938691139175852,0.017348947632759033,-0.008931400712959855,0.006668680315016512,0.017741686613331267,-0.0007418287418807538,0.00033403082289966613,0.01991157980762497,0.06439938105744687,0.09156653714309823,0.032376636598100465,0.03391685821613123,-0.011180474903270269,-0.009105176592155612,0.025216302013475092,-0.001230218739999064,-0.006041923507469707,-0.014480837215146447,0.07816606300309618,0.012315004672082188
TI,0.1857343762199438,0.2683048566173676,0.284116975106069,0.3402089204512267,0.29370596633203316,0.2830235312040543,0.292545378536882,0.35268990976473924,0.33038195508055535,0.3214246153036452,0.24886346008981075,0.28978071031690594,0.27228263475417247,0.3265736185584014,0.28028563446319477,0.2895081662720406,0.27880009306688314,0.29914580950401337,0.25812486535395024,0.28231208174353967
UR,-0.04174752290354456,0.010009751571241104,0.03314474790716402,0.014273646916446356,0.048578970009040344,0.0332792376497776,0.04874417991406689,0.05540278305213364,0.006080815357472776,0.05698009555611608,0.03743848651343944,-0.03928515752874604,0.12349622521428014,0.059446180724744606,0.0235038229537011,0.056110961702267696,0.03466201120300467,0.02681702744152393,0.0076960339777109865,0.021604999926749163
VD,0.060929511066845854,0.047334327015387166,0.06678507469827226,0.04599727285863854,0.05499881306502225,0.0479316227565244,0.04648368275274232,0.04713837651469496,0.04335077414550473,0.04920316611466172,0.04140065991937331,0.0474730088194925,0.04076820275052112,0.05171247173396498,0.05237422272313191,0.04660760258770216,0.05927107226307041,0.0573936897248595,0.05321323666358917,0.06570289770888597
VS,0.004220809049237975,0.027937522566759753,0.030879667951428998,0.04964221574417281,0.03790994455750681,0.037222822727796874,0.02848847147075916,0.04938447822697654,0.03844177851091895,0.04695072942984113,0.03638947194054405,0.029592111016941456,0.0313697136685948,0.024266958191835174,0.03073166970141706,0.02991501971955415,0.03066116663866554,0.03118032152983089,0.03608148299557691,0.040275992226489886
ZG,-0.0646617149724987,-0.06031474317368499,0.002446798946314462,0.015519195862308034,0.020889034879716214,0.023365618214128,0.015209039126705282,-0.013836034668071453,-0.01187055949185376,-0.01681493054756454,0.013187233963479154,0.006481671709578357,0.023224963143637218,0.010081684914704164,-0.009366269916475267,0.012404259492966401,0.008887139107924883,0.022279956944080432,0.011790018413958514,0.037424771668272294
ZH,-0.03181703918233435,-0.008464935536836408,0.01167903228334258,0.001051981622944608,0.008762616229142782,0.005892114749758541,0.006702404851601692,0.011895815516130823,0.014238206623147825,0.015763986768081252,0.008842248407155785,0.013131577746613004,0.04137458311086987,0.0083375442399331,0.013548762417884034,0.02799493748423609,0.030839591545572986,0.016049381431444465,0.022198168860939654,0.03071309553610573
