canton,winter1_Polarity,spring1_Polarity,summer1_Polarity,fall1_Polarity,winter2_Polarity,spring2_Polarity,summer2_Polarity,fall2_Polarity,winter3_Polarity,spring3_Polarity,summer3_Polarity,fall3_Polarity,winter4_Polarity,spring4_Polarity,summer4_Polarity,fall4_Polarity,winter5_Polarity,spring5_Polarity,summer5_Polarity,fall5_Polarity
JU,-0.003809523809523811,-0.0010278703047598423,0.028538101284017965,0.0073031161634856245,0.0061076268767692905,0.006120071900983707,0.021071206411952464,0.013797919723511961,0.04389845901452408,0.013048612912566225,0.014984926760744458,0.020960354042585772,0.014111109278045195,0.018928720548498878,0.05179469125547555,0.012291130300309636,0.027697361491290692,0.03323619061249465,0.03341260027958749,0.02945974800557378
LU,0.02512152968103509,0.02752080561782054,0.028974289863408005,0.02918987751492685,0.024246040121321838,0.02835346512072414,0.03972485248159581,0.02891073221531146,0.03976764355927488,0.035126104897332,0.03281092518205525,0.0462898139542221,0.04288453917786005,0.04223677528931411,0.04844415059183911,0.03926409840705472,0.03260615211717321,0.03276177109529226,0.04323400186263796,0.0186465178928177
NE,0.06243621745395322,0.02048881608740764,0.018718809228820733,0.00595014294488962,0.0029740593096031953,0.0030052081884973363,0.006195281239839054,0.004169314758060049,0.010821351288487732,0.010131222414480452,0.019792444820082983,0.018854529819364096,0.011018596025226167,0.014648257506633396,0.00948036262185495,0.00755537151589,0.011823178676394638,0.011401952814662853,0.01533257080886556,0.015221258515669503
NW,0.05181609326346169,0.05161412661412659,0.04369589626187871,0.03409839648318918,0.043260038011581646,0.024423821560937573,0.02213041642970383,0.04716264805946584,0.06926052830551499,0.03831214526942281,0.040761794803493755,0.045414025533372294,0.02298927623602948,0.06055254169178218,0.039758295507506904,0.04048547857371391,0.039039080482033486,0.03344210237551098,0.04203427001030497,0.05452392589489364
OW,0.03719047619047619,0.01350385431423567,0.024030911881949748,0.03792910792910793,0.038081262718274354,0.04089482101178007,0.0291662029232018,0.023504349417997894,0.033407457421894445,0.0641456790655734,0.028484113368021657,0.12320630292092788,0.04140727304662881,0.04282630291409052,0.05785143118038609,0.04220315025506994,0.0599840058455777,0.05174817735507595,0.05735009465645103,0.0523382706375964
SG,0.02445114382865387,0.022049671275677515,0.03482362270601216,0.03204413405477047,0.03473258189991269,0.029424624058633886,0.02714831082238888,0.030843949354541045,0.05070511056554553,0.047838075682547894,0.042831230538023506,0.036076246446647746,0.04267745571764611,0.040845659153372064,0.034739219205283174,0.06554111481139474,0.03270836621702993,0.052593912336862544,0.04402987218578614,0.03932118838855983
SH,0.03261664261664262,0.03977309928396884,0.030821835614462324,0.03797675223787512,0.04584907004017215,0.021605913019082077,0.01518190343310536,0.011833790720234381,0.052858629979832206,0.03458440309089662,0.023007158279649678,0.034018817780701927,0.058588312213239783,0.06393425351758683,0.02950974076952686,0.042604572298449855,0.035223545879805085,0.020680699247122118,0.017313278759101026,0.026156449610995062
SO,0.02465213966920451,0.016767777872429057,0.0287501822913599,0.029110199030580795,0.026152435214427974,0.026769451244920375,0.04406628475910774,0.025007391827989632,0.04568394174419019,0.03591259049678819,0.0334704098823505,0.04778660276278973,0.03367548326466213,0.029294046992659823,0.027303029588130433,0.028242818338206143,0.0406921909516798,0.03047095599573727,0.033094591281498255,0.01554786261575196
SZ,0.0341994323399282,0.039243417926052654,0.03920489417944578,0.03054442424743177,0.06078572591615115,0.0689654902431583,0.01100455949058595,0.05686868188471787,0.07488027365664485,0.0505490648419525,0.04920224374799975,0.04711046974172489,0.02975854884204481,0.03390808124403688,0.08652269104495455,0.08703273870349282,0.033765561560592676,0.03955617375964384,0.0371791113978615,0.04144897248345525
TG,0.03739941790789249,0.03161282384929214,0.03051938645932888,0.02875241752528672,0.024058444735124883,0.057406050663645874,0.04780177619197957,0.04849183937879606,0.04883317357313027,0.03179686154840351,0.05838477688196784,0.056718358411906644,0.09039065735482556,0.06451600532240358,0.025651209687982488,0.02133583924901712,0.02114882429564752,0.0627678639833244,0.04058736435005439,-0.019599844599844603
TI,0.03173771770609715,0.03176565749265935,0.033301489502851944,0.030951583901163503,0.03644639759914205,0.03599720781709813,0.04508780666748766,0.03578255148994811,0.04220933223729305,0.046379364805434524,0.06445757281763402,0.05214688081341854,0.04747265150419789,0.04513465430459459,0.04707598759169254,0.03768407723909423,0.04787965814196361,0.05083686685278502,0.0460029093565502,0.03468994128223256
UR,0.00015432098765432044,0.021690596440596437,0.036708965786757496,0.021406586327604834,0.03985232434430294,0.002044526118600191,0.03847900465547524,0.023056620421078238,0.06308119663734645,0.06725072934312068,0.05605316959996768,0.09655802419035965,0.06431915898740544,0.037397671772671774,0.06092248403244974,0.06422188216081344,0.0616171670859171,0.04603628387822916,0.03773486981590836,0.07986431131592422
VD,0.037244201332881414,0.021936460722649737,0.022237163060178554,0.01843913533215277,0.016827742339997887,0.016253010761836544,0.013417628110666345,0.01971548460168269,0.02159399452309672,0.025764553017564033,0.023855368249512038,0.029269866233840886,0.05670951109387092,0.035086666392870655,0.03862261529947469,0.03986122311395638,0.03470313742725716,0.03694035948936111,0.03054377871857786,0.038690411750835846
VS,0.031052383289225417,0.012516608409125973,0.012529676817377685,0.011375245496561787,0.01530317633659065,0.01221501021294762,0.009343910302460092,0.013445904678869908,0.02743754523859605,0.03263480200712808,0.012025439262757606,0.010582866470516957,0.015351135382953884,0.013265100693616524,0.006888325928139071,-0.0003659660350990578,0.008664931252715185,0.008267549267282537,0.01759727436206224,0.011003593495909073
ZG,0.021391154738980823,0.028500444053844432,0.02448340519025815,0.03644461175896824,0.047681901092133085,0.03306051778599182,0.03766358037105779,0.039939356721082786,0.046388094361727916,0.04819676300732211,0.06597862721606974,0.040446639168653896,0.04098915265297069,0.04654443471174543,0.04776924415452439,0.053314159209287934,0.04884212512668336,0.07509519322745895,0.06925703039548181,0.06250309177545497
ZH,0.030770186552601376,0.03163317789480939,0.029942930649648196,0.028524524796510683,0.03100948455446959,0.030599258280492692,0.0312287833652956,0.03244133429942201,0.03718676483579462,0.03996431806622732,0.039729061040576656,0.0400138212494206,0.05725610213654084,0.048695147315584976,0.04527555311767047,0.050238387075437325,0.050747228570546685,0.045178551711536265,0.04235724409429202,0.05688422875728608
