0,1,2,3,4,5,6,7,8,9
discordar,parteira,adversário,desencorajar,aplaudir,assassino,santificação,explosão,piquenique,flerte
obliterado,desconhecido,cístico,lamúria,ação de graças,desprezar,candidato,partiu,fortuna,companheiro
tempestuosidade,progresso,pântano,revogar,celestial,enganador,interesse,punindo,camuflado,canalha
sem casa,dissimulação,desonroso,disciplina,benevolência,desaprovação,importância,dominação,extasiado,resseguro
idiota,loja,maldição,nervosismo,façanha,obeso,piedoso,desencorajar,chacina,vitalidade
fumegando,alertas,Garoto,campanha,coroação,chorando,bicada,lamúria,ópera,instrução
difamação,litigar,morbidez,adverso,Presente,deboche,esperar,ferido,julgamento,eminência
conflagração,eventual,endêmico,exorcismo,troféu,alegação,jornada,revogar,aspiração,constante
ameaçador,confissão,alienar,perda,férias,humilhar,jovial,exorcismo,rompimento,pontífice
amargura,perfeito,pomposo,audição,bem-aventurado,tirania,ascendência,perda,modificar,louvor
fatal,experiência,masoquismo,estigma,praticado,censurável,preservar,estigma,mistério,solidez
juventude,inesperado,litigioso,canalha,fortitude,estupidez,preparado,viúvo,batida,relevante
aparafusado,excitação,desperdiçando,incitar,voto,isca,inventivo,nauseabundo,errático,probidade
adversário,apuro,aflição,afligir,hedonismo,ininteligível,ardósia,afligir,trair,consciencioso
induzir em erro,precioso,fecal,violento,órgão,melancólico,vigário,declínio,único,cultivar
valentão,tratar,crueldade,que bate,rítmico,sardônico,desejando,superfaturada,alarmante,pagar
reencarceramento,tempestade,envergonhado,maligno,exaltado,contencioso,conversa,interrompeu,estridente,afeição
desonroso,erótico,desmembramento,peçonhento,complemento,wildfire,espirituoso,mísero,expectativa,estrutural
maldição,aplaudir,varicela,obliterado,transcendência,ogro,fascinante,maca,anomalia,cônjuge
morbidez,celestial,esfrega,maca,ânsia,insano,escolha,cegueira,de repente,bravura
malícia,chegada,vulgar,detonar,radiante,Sem fé,aga,sem casa,peso,declaração
fúria,façanha,serpente,ofegando,grato,escavação,parceria,ausência,perambular,feliz
retaliação,coroação,trapaça,abismo,berçário,falsificado,rápido,separação,bolada,difamação
orquestra,Presente,fedorento,sem casa,contratado,dilema,alívio,destruído,simplificar,memorável
alienar,troféu,horripilante,ausência,adoração,ópio,Vigilância,drogado,chicana,votivo
labareda,continuar,ilegal,difamação,vívido,adultério,boa vontade,impossível,tentadora,mérito
rap,nascente,diatribe,conflagração,reverência,dificuldade,apogeu,indisposto,imprudência,benfeitor
revólver,interino,hediondo,ameaçador,ajudar,cuco,cultivo,flácido,deslize,professor
masoquismo,férias,contágio,fatal,Encantado,ateu,precisão,amargura,pinote,ejaculação
litigioso,ter cuidado,desonra,juventude,demonstrativo,prejudicar,usual,fatal,ventura,escola
armamento,equimose,asfixiante,desamparo,emoção,chocar-se,sínodo,desamparo,explodir,familiar
envolvimento,ferver,discriminador,perecer,carinho,despojado,igualmente,submetido,amotinação,instituto
rachado,desânimo,traidor,adversário,dinheiro,não aprovado,apreciar,vencedor,aniversário,vencedor
crueldade,prólogo,contaminação,alucinação,amigáveis,perder,revels,perecer,diversão,francamente
odiando,voto,sapo,anulação,convidar,sarcoma,compartilhar,compreensivo,demissão,salvar
advocacia,barco de fundo chato,incurável,compreensivo,libertar,nebulosidade,pretendido,resignado,riso,compreensivo
trapaça,órgão,litigar,extrajudicial,ensinar,indecisão,avançar,agitação,intenso,induzir em erro
campainha,conjurar,caça furtiva,induzir em erro,encantar,incompetente,canário,morbidez,casualidade,operação
raptar,urgência,matadouro,cabala,sem igual,descarado,netos,endêmico,prematuro,apaixonado
ilegal,complemento,hostilidade,horrorizado,heroísmo,disenteria,inoxidável,fúria,puma,chocolate
tapa,roleta,jorro,operação,piquenique,desumanidade,acuidade,orquestra,perfeição,domínio
diatribe,paralisia,cadáver,valentão,catedral,condenar,determinado,adorável,anjo,fidelidade
efígie,transcendência,congresso,pântano,fortuna,pão,influente,hospício,graduação,orquestra
desonra,conseqüente,tétano,desonroso,delícia,inconsistência,antiguidade,revólver,naufrágio,adorável
roubar,sentença,irritação,domínio,extasiado,sepsia,repousante,emaciado,procissão,palavra
deprimido,ânsia,bestial,agitação,cantiga,nadir,frota,desperdiçando,maior,meritório
espinha,ansiedade,miserável,édito,cumprimento,ladeira acima,ornamentada,aflição,folguedo,servo
penetração,teologia,bílis,morbidez,estrela,desapontado,transmitir,crueldade,desnorteamento,zelo
impermeável,contratado,apuro,endêmico,sexo,aniquilar,distinto,envergonhado,repentino,herança
traidor,acontecer,esconder,malícia,inspirar,pus,Diversão,desmembramento,estância termal,concordando
renegado,adoração,tratar,fúria,ópera,inevitável,compostura,varicela,incrivelmente,pomba
dissimulação,Encantado,mesquinho,retaliação,fain,abortivo,saudar,neuralgia,avalanche,permutar
incurável,mutável,mancha,revólver,aspiração,infiel,sensualidade,vergonhoso,ladrao,convencer
litigar,prática,parasita,masoquismo,aposentadoria,vagueza,postigo,destituir,explosivo,colateral
conflito,depender,mistificação,emaciado,harmonia,desenfreado,premier,aterosclerose,creme,apóstolo
caça furtiva,emoção,perdição,desperdiçando,nadar,irracional,glorificar,trapaça,clamor,favorito
matadouro,invocação,desilusão,aflição,triunfo,vangloriar-se,legalizado,difícil,incidente,terapêutico
hostilidade,termopar,desaprovar,armamento,ambição,impostura,charmoso,raptar,espíritos,calmante
satânico,dinheiro,catástrofe,rachado,admirável,punhal,pródigo,horripilante,sair,reconstituinte
pôr em perigo,amigáveis,indignação,crueldade,devoto,clava,festa,ilegal,erupção,presidente
virulência,convidar,invectiva,desmembramento,harmoniosamente,invadir,à frente,sem defesa,otimismo,advocacia
acusador,libertar,incestuoso,varicela,sensacional,caiu,auspicioso,hediondo,intrusivo,na verdade
irritação,catarata,roubo,neuralgia,fazer amor,estupor,vigia,desonra,banger,admiração
bílis,exigente,demitir-se,mãe,fortalecimento,sonoridade,inocência,cancelar,subversivo,Deus
quebrado,encantar,endurecido,aterosclerose,prevalecer,torto,conceder,asfixiante,prender,navio almirante
tratar,sem igual,fracote,serpente,peso,Lamentando,ruth,roubar,engano,confiar
mesquinho,heroísmo,divórcio,trapaça,aloha,paranóia,primário,preocupante,acidente,voluntário
tempestade,piquenique,contorcer-se,recém-chegado,unificação,monótono,hospitalidade,deprimido,exclamar,dignidade
antítese,desenredar,censor,raptar,simetria,insolvência,à prova de fogo,traidor,leal,parteira
mistificação,fortuna,cesso,horripilante,prestígio,regalo,destilação,choro,bônus,especializar-se
perdição,delícia,pouco saudável,sem defesa,bolada,infringir,meditar,console,coincidência,defendeu
desilusão,caçador,xingar,Deus,simplificar,arruda,intervenção,tímido,descobrir,líder
desaprovar,cumprimento,antagônico,hediondo,alegre,monstruosidade,verificação,decepcionante,camuflagem,diferencial
resistindo,estrela,desagradável,depreciação,branco,letal,concêntrico,incurável,alarme,uma lei municipal
catástrofe,aeroporto,pulga,contágio,crescer,advertir,pitoresco,pálido,atacante,cavalheiro
inoperante,sexo,prostituição,desonra,tentadora,pervertido,culminação,litigar,incontrolável,prestação de contas
adversidade,inspirar,evadir,torrente,alegria,mutuário,café da manhã,conflito,animado,obedecer
acusado,ópera,gnomo,compaixão,encontrado,atrasado,sonata,caça furtiva,clarear,jurista
indignação,fain,infeccioso,voluntário,aniversário,desonestidade,vernal,matadouro,picada,fato
invectiva,aspiração,rejeição,asfixiante,estética,sangria,inteligência,apendicite,iluminação,infalibilidade
texugo,instruções,desintegrar,roubar,beleza,reprimir,intrépido,confissão,trepidação,comunicar
prisão,mistério,profanação,preocupante,diversão,egrégio,explosão,refugiado,espirrar,relacionado
roubo,aposentadoria,gorduroso,deprimido,riso,odioso,sinceridade,extremamente,cativar,verificado
demitir-se,nadar,aborto,purga,nutrir,independente,dança,cadáver,inimaginável,compatriota
endurecido,triunfo,alienação,penetração,intenso,litígio,inimitável,cativeiro,cerimônia,químico
rejeitar,lançamento,em vão,impermeável,respeito,carnificina,medalha,fatigado,berrante,equivalente
caneca,esperado,descontente,desconhecido,ultrapassarem,mentira,equilibrado,irritação,horrendo,perfeito
fracote,apressado,distorção,traidor,clássicos,inacreditável,exato,miserável,intruso,fundamentar
interromper,ambição,ladrão,Lição de casa,edificação,fútil,rotina,quebrado,improvisação,bombeiro
divórcio,inexplicável,impureza,infarto,crio,bender,organização,soneto,grandeza,tribuno
aniquilação,diariamente,herpesvírus,dissimulação,lira,dívida,wot,apuro,evanescência,reclinar
ferver,aventura,mergulhão,tímido,nascimento,derrapagem,originalidade,tratar,horror,monge
censor,devoto,lodo,obedecer,angélico,constrangido,apropriado,mesquinho,cócegas,congresso
xingar,Fazenda,sentença,incurável,perfeição,campo de batalha,aventuroso,tempestade,por sorte,hospedagem
antagônico,palavra de honra,prostituta,alertas,devaneio,procrastinar,emocionante,mistificação,hipótese,tratar
desagradável,prevalecer,lascivo,samurai,anjo,incompatível,desinteressado,perdição,generosidade,caminhão
desânimo,expectativa,suicida,pálido,graduação,descoloração,sucesso,cansaço,variável,erótico
ressentido,final,discriminação,pânico,entreter,cisto,curável,desilusão,infreqüente,capacitação
forca,afeito,dor,litigar,procissão,radão,plexo,desaprovar,abraçar,aplaudir
evadir,peso,atrofia,conflito,romantismo,envenenado,aliviando,funeral,sorteio,mediador
roubado,aloha,demente,caça furtiva,ouropel,assombro,flerte,inóspito,parar,persuadir
violação,unificação,analfabeto,matadouro,folguedo,insustentável,companheiro,resistindo,esperança,celestial
rejeição,bolada,contaminar,apendicite,ganho,condenação,resseguro,catástrofe,ficar de boca aberta,protegido
empurrão,caça,sujeira,confissão,entusiasmo,subversão,vitalidade,adversidade,tombar,benevolência
loucura,grandes,vil,pôr em perigo,conforto,açougueiro,saltar,prisão,estado de alerta,coroação
profanação,simplificar,confinado,virulência,progressão,irresponsável,instrução,inflição,derramamento de sangue,razoavelmente
garra,branco,encardido,inesperado,Cordeiro,assaltante,coragem,roubo,palpável,diácono
invasão,crescer,cobiça,míssil,chique,desencarnada,reformador,demitir-se,morte,pensativo
alienação,chicana,amargamente,cianeto,estância termal,medrosamente,eminência,rejeitar,bocejar,monogamia
descontente,tentadora,rixa,acusador,incrivelmente,desespero,constante,borrasca,supremacia,troféu
distorção,não revelado,estrume,bestial,Paz,mula,talento,caneca,cântico,filantropo
bombardeamento,convergência,infantil,acidental,genial,delirante,predileção,mausoléu,mercúrio,continuar
teocrático,cãibra,lamentavelmente,quebrado,bezerro,desesperado,suportado,negrume,doce,soberano
paralisia,ventura,desdém,apuro,sacerdócio,carrancudo,louvor,encolher,maravilhosamente,viçoso
sentença,navegador,mau comportamento,tratar,creme,pecador,assistência,fracote,incursão,amortização
brilho intenso,aniversário,destrutivo,mesquinho,orgulhoso,inadequação,avó,divórcio,abandono,divórcio
ansiedade,diversão,desonrado,tempestade,sabor,autocrático,solidez,insolvente,furtividade,insolvente
flutuação,riso,desgraçado,parasita,obtenível,viés,relevante,sem esperança,intriga,censor
suicida,antebraço,bisca,perdição,intimamente,sujo,afluente,aniquilação,subestimar,sobriedade
não gostou,inoculação,preguiça,desaprovar,campeão,sarna,universidade,pouco saudável,desafiar,praticado
discriminação,nutrir,infame,resistindo,espíritos,insuportável,probidade,tribulação,desfile,fortitude
demente,reconhecível,exigente,catástrofe,divertido,sanguessugas,consciencioso,bufar,bobo,sinônimo
garras,ditadura,calandra,adversidade,otimismo,sorumbático,cultivar,desânimo,surpresa,voto
vil,respeito,detestar,acusado,cicatrização,saudar,pagar,póstumo,imergir,aconselhado
confinado,arqueologia,venenoso,prisão,mestria,prejuízo,afeição,ignorante,elétrico,senhor
devastação,ultrapassarem,desfavorável,inflição,orgulho,cheio,cumplicidade,prostituição,Blitz,reforço
cobiça,regularidade,hidrocefalia,roubo,gratidão,carrasco,cônjuge,ineficiente,aturdido,imaculado
trovejante,bienal,espúrio,demitir-se,realização,suicídio,horizonte,forca,esquisitice,sentinela
enfurecido,edificação,canibalismo,endurecido,generoso,ulterior,sociável,infeccioso,regozijo,exaltado
amargamente,cimento,malevolente,rejeitar,leal,idiotia,divertir,sobrecarregado,somático,pílula
rixa,pavor,mutilação,borrasca,basquete,carcaça,informação,moribundo,romance,jurar
erradamente,estrategista,desgraça,caneca,bônus,tortura,bravura,violação,sabotar,complemento
infantil,nascimento,chacina,negrume,maioria,com medo,prevenção,rejeição,milagre,teocrático
desbaratar,perfeição,deplorável,encolher,aprovar,ação judicial,declaração,profanação,estouro,barganha
desdém,judicial,espalhafatoso,fracote,salutar,embriagado,feliz,aborto,resgate,transcendência
destrutivo,cotovelada,teísmo,ter cuidado,ganhos,abuso,dueto,alienação,desastre,dependente
opressor,anjo,decomposição,fragata,caprichoso,insuficiente,aceitável,em vão,proficiência,garantia
extinguir,severo,obi,divórcio,conhecedor,pródigo,memorável,negro,vitimados,ânsia
desonrado,loteria,lambida,insolvente,sublimação,descasamento,luz do sol,descontente,ciclone,berçário
doutrinação,graduação,revoltante,sem esperança,advento,imitador,condutividade,dobre a finados,hilário,cartilha
argumento,desdobrar,desaprovando,aniquilação,trégua,opressão,mérito,teocrático,baboseira,contratado
dinheiro,preliminar,odiar,leão,amigável,reacionário,coerente,paralisia,reflexo,município
desgraçado,horóscopo,sacrifícios,censor,namoro,distraído,benfeitor,sentença,escorpião,culinária
libertar,ganho,cheirando,ditador,animado,fictício,parceiro,confisco,reacender,adoração
infame,desejoso,desavergonhado,pouco saudável,vivaz,Dia do julgamento,estátua,depressão,esgueirar-se,reverência
calandra,impaciente,babuíno,tribulação,clarear,tabu,professor,ansiedade,excitar,ajudar
debulhar,entusiasmo,dissecação,hidra,luxo,entrar em erupção,milagroso,trancar,celebração,automático
respiradouro,esforçar-se,fulvo,desânimo,iluminação,enlouquecer,ejaculação,aleijado,surpreendente,força
argumentos,conforto,desordenado,furacão,Carol,queixa,convite,suicida,pacífico,impressionável
antagonismo,progressão,trair,sinônimo,próspero,incongruente,intelecto,não gostou,tiro,pacto
detestar,paciência,socialismo,forca,primogênito,servir,familiar,discriminação,moral,meirinho
venenoso,planejamento,inconsiderado,febre,próspera,intervenção,juventude,dor,sol,depender
torcer,chique,nepotismo,gafanhoto,feriado,contrastava,classificador,atrofia,santificar,contas
farpa,estância termal,lamacento,evadir,afabilidade,indeterminado,Phoenix,pena,Ponto,calculadora
expletivo,formando,meretriz,gnomo,cativar,esvaziar,vencedor,confinado,bênçãos,invocação
malevolente,Paz,doentio,infeccioso,exaltação,arsênico,Junte-se,devastação,palhaço,garçom
sedição,ameaçar,peso,violação,cerimônia,à deriva,fundir,horrores,hermafrodita,dinheiro
veto,sacerdócio,velo,rejeição,praia,arruinada,base,amargamente,principesco,amigáveis
amaldiçoado,neutro,indecência,desintegrar,possuir,cardiomiopatia,insígnia,murchar,dádiva,racional
baioneta,secular,polêmica,loucura,inspiração,azarado,salvar,erradamente,acidentalmente,convidar
mutilação,explosivo,gueto,profanação,grandeza,efeminado,Março,demonstrativo,ganido,credencial
desgraça,creme,ingrato,garra,esterlino,desafectada,compreensivo,romper,aleatoriamente,convencido
adoentado,orgulhoso,impotente,urgência,doces,talo,Obra-prima,cocaína,colisão,libertar
chacina,sabor,depreciados,barricada,antepassados,tortious,apaixonado,desbaratar,ensolarado,ensinar
deplorável,reconstrução,ruindade,aborto,cócegas,frenesi,acessível,lamentavelmente,acalentar,sem igual
manipulação,infanticídio,imprudência,alienação,por sorte,guerrilha,afluência,opressor,equipamento,gestão
ópera,prenúncio,bruxa,constranger,generosidade,fingir,chocolate,desonrado,recreio,heroísmo
rompimento,intimamente,suborno,bombardeamento,vindicação,Desativado,vitorioso,cativo,terrorista,piquenique
confiscar,campeão,tóxico,ladrão,prosperar,descortês,congratulou-,desgraçado,arte,exaustivo
argumentação,prognóstico,lívido,trêmulo,utópico,prolongar,emir,abismal,estocada,catedral
revoltante,sonar,intrometendo,quarentena,abraçar,flatulência,renome,condenado,quebrar,convento
desaprovando,espíritos,adular servilmente,dobre a finados,Preencha,infligir,conservar,sofredor,assustar,série
odiar,Assistir,úlcera,teocrático,voluptuoso,explosão,fidelidade,indigente,hipertrofia,fortuna
batida,divertido,amotinação,vulcão,festivo,disparate,eminente,catarata,facada,congruência
política,especulativo,uncaring,paralisia,Ame,partiu,ajuda,entre,jovem,embaixador
obstáculo,montanha,abjeto,sentença,Aumentar,enfermidade,inefável,decadência,desaparecer,patriarcal
flagelo,otimismo,nutrir,confisco,esperança,gravidez,orquestra,calandra,confiante,dom
sarcasmo,pensamento,intenso,brilho intenso,proposta,erradicar,adorável,debulhar,espantosamente,extasiado
raiva,cicatrização,ditadura,ansiedade,salvação,supersticioso,crescimento,linguado,síncope,não confiável
